"","Name","Line.1","Line.2","Town","County","Postcode"
"931","Comptoir Stratford","202 the Gallery,Westfield Stratford","Montfichet Road","London","Greater London","E20 1ES"
"932","Comptoir Kingston","2a","Riverside Walk","Kingston upon Thames","Greater London","KT1 1QN"
"933","Yalla Yalla Winsley","12 Winsley Street","","London","Greater London","W1W 8HQ"
"934","Comptoir Poland Street","52 Poland Street","","London","Greater London","W1F 7NQ"
"935","Comptoir Wigmore","65 Wigmore Street","","London","Greater London","W1U 1JT"
"936","Comptoir Haymarket","57-60","Haymarket","London","Greater London","SW1Y 4QX"
"937","Yalla Yalla Soho","1 Greens Court","","London","Greater London","W1F 0HA"
"938","Comptoir Gloucester Road","77a","Gloucester Road","London","Greater London","SW7 4SS"
"939","Comptoir Southken","1-5","Exhibition Road","London","Greater London","SW7 2HE"
"940","CURRY NIGHTS LIMITED","58 Chamberlayne Road","","London","Greater London","NW10 3JH"
"941","Kinkao","8-42","St. Davids Square","London","Greater London","E14 3WA"
"942","firefly","3 Station Parade Balham High Road","","London","Greater London","SW12 9AZ"
"943","The Larrik","32 Crawford Place","","London","Greater London","W1H 5NN"
"944","PURPLEISH KITCHEN","123 Roman Road","","London","Greater London","E2 0QN"
"945","cafe purps","123 Roman Road","","London","Greater London","E2 0QN"
"946","The Good Earth","233 Brompton Road","","London","Greater London","SW3 2EP"
"947","GAZETTE TRINITY","218 Trinity Road","","London","Greater London","SW17 7HP"
"948","CINNAMON CULTURE","46 Plaistow Lane","","Bromley","Greater London","BR1 3PA"
"949","The Hillgate","Public House","24 Hillgate Street","London","Greater London","W8 7SR"
"950","RUBIO","43 Park Parade","","London","Greater London","NW10 4JD"
"951","ARTIS BAR LTD","1 Lawn Terrace","","London","Greater London","SE3 9LJ"
"952","Bombay Palace","50 Connaught Street","","London","Greater London","W2 2AA"
"953","The Good Earth","143-145","The Broadway","London","Greater London","NW7 4RN"
"954","Bottega Prelibato ","43-45","Rivington Street","London","Greater London","EC2A 3QB"
"955","The great western ","Dawley Road","","Hayes","Greater London","UB3 1NF"
"956","Childsplay","181 New Kings Road","","London","Greater London","SW6 4SW"
"957","The Good Earth","11 Bellevue Road","","London","Greater London","SW17 7EG"
"958","Aroma Lounge","Aroma Lounge","96 Llanover Road","Wembley","Greater London","HA9 7LT"
"959","The Island","123 College Road","","London","Greater London","NW10 5HA"
"960","MANDARIN PALACE","197-201","High Street","Hornchurch","Greater London","RM11 3XT"
"961","Lowiczanka Restaurant","238-246","King Street","London","Greater London","W6 0RF"
"962","Queen of Hoxton","Roof Terrace","1-5 Curtain Road","London","Greater London","EC2A 3JX"
"963","NEW REGENT CHINESE RESTAURANT","7 Ace Parade Hook Road","","Chessington","Greater London","KT9 1DR"
"964","LOCAL BOY LTD","220 King Street","","London","Greater London","W6 0RA"
"965","Lock & Quay","Willow Tree Marina","West Quay Drive","Hayes","Greater London","UB4 9TA"
"966","BABA FOUNDATION ","Ground Floor Shop","1330A London Road","London","Greater London","SW16 4DG"
"967","Spice khazana Ltd","Flat","266-268 High Road","Ilford","Greater London","IG1 1QF"
"968","NEW LOCAL CAFE","42 High Road","","London","Greater London","N2 9PJ"
"969","La Fromagerie Highbury","30 Highbury Park","","London","Greater London","N5 2AA"
"970","La Fromagerie Marylebone","2-6","Moxon Street, Marylebone","London","Greater London","W1U 4EW"
"971","YANG LONDON LTD","435-437 Hornsey Road","Islington","London","Greater London","N19 4DX"
"972","Karachi Cuisine","1113-1115","London Road","London","Greater London","SW16 4XD"
"973","Chicken Cottage CP Ltd","78 Westow Hill","","London","Greater London","SE19 1SB"
"974","Cafe Mode","57-59 Endell Street","","London","Greater London","WC2H 9AJ"
"975","German Doner Kebab","27 George Street","","Croydon","Greater London","CR0 1LB"
"976","The Olive Tree","6 Calvert Avenue","","London","Greater London","E2 7JP"
"977","Twist Ice Cream","33 Burnt Oak Broadway","","Edgware","Greater London","HA8 5JZ"
"978","Twist Ice Cream","374 Pinner Road","","Harrow","Greater London","HA2 6DZ"
"979","Sasha’s Factory Ltd ta Chelsea Creperie","240 Fulham Road","","London","Greater London","SW10 9NA"
"980","The Breakfast Club Canary Wharf","Unit Cr30 Level Minus One,Crossrail","1 Crossrail Place","London","Greater London","E14 5AR"
"981","The Breakfast Club London Bridge","11 Southwark Street","","London","Greater London","SE1 1RQ"
"982","The Breakfast Club Soho - On Berwick Street","11 Berwick Street","","London","Greater London","W1F 0PL"
"983","The Breakfast Club Battersea Rise","5-9","Battersea Rise","London","Greater London","SW11 1HG"
"984","The Breakfast Club Croydon","Unit 48 - 52, Boxpark Croydon","99 George Street","Croydon","Greater London","CR0 1LD"
"985","The Breakfast Club Soho - on D'Arblay Street","33 D'arblay Street","","London","Greater London","W1F 8EU"
"986","The Breakfast Club Hackney Wick","29 East Bay Lane","Hackney","London","Greater London","E15 2GW"
"987","The Breakfast Club Hoxton","2-4","Rufus Street","London","Greater London","N1 6PE"
"988","Munal Tandoori","393 Upper Richmond Road","","London","Greater London","SW15 5QL"
"989","Spice Rack","35 Church Road","","Stanmore","Greater London","HA7 4AR"
"990","Lime Tree Hotel","135-137 Ebury Street","","London","Greater London","SW1W 9QU"
"991","Lusitania Restaurant","353 Wandsworth Road","","London","Greater London","SW8 2JH"
"992","Great India Tandoori Restaurant","79 Lower Sloane Street","","London","Greater London","SW1W 8DA"
"993","RIO'S PIRI PIRI (WEALDSTONE) LTD","14 Headstone Drive","","Harrow","Greater London","HA3 5QH"
"994"," Cafe Spice Namaste","16 Prescot Street","","London","Greater London","E1 8AZ"
"995","The Chancery","90 Bromley Road","","Beckenham","Greater London","BR3 5NP"
"996","Bombaynight ","90 Fortune Green Road","","London","Greater London","NW6 1DS"
"997","Udaya Kerala Restaurant","105 Katherine Road","","London","Greater London","E6 1ES"
"998","Common Ground","49 Stroud Green Road","","London","Greater London","N4 3EF"
"999","The Coffee Room","6a","Grove Road","London","Greater London","E3 5AX"
"1000","Chipotle Mexican Grill - Charing Cross","114-116","Charing Cross Road","London","Greater London","WC2H 0JR"
"1001","Chipotle Mexican Grill - Baker Street","101-103","Baker Street","London","Greater London","W1U 6LN"
"1002","Chipotle Mexican Grill - Upper Street","334 Upper Street","","London","Greater London","N1 0PB"
"1003","Wimpy Restaurant ","266 High Street","","Beckenham","Greater London","BR3 1DZ"
"1004","Oklava Bakery and Wine","64 Grafton Way","","London","Greater London","W1T 5DP"
"1005","Oklava","74 Luke Street","","London","Greater London","EC2A 4PY"
"1006","Adrians","50-52","Buckingham Palace Road","London","Greater London","SW1W 0RN"
"1007","Rajbhavan Ltd T/A Panahar","316 Limpsfield Road","","South Croydon","Greater London","CR2 9BX"
"1008","George and Dragon","26 High Street","Downe","Orpington","Greater London","BR6 7UT"
"1009","Green and Fortune Limited","Kings Place","90 York Way","London","Greater London","N1 9AG"
"1010","GREENBERRY CAFE ","101 Regents Park Road","","London","Greater London","NW1 8UR"
"1011","Moto","Basement to Ground Floor","7-8 Maiden Lane","London","Greater London","WC2E 7NA"
"1012","pekoe mellow tea house","22 Aldensley Road","","London","Greater London","W6 0DH"
"1013","Two Spoons","72 Honor Oak Park","","London","Greater London","SE23 1DY"
"1014","Nine Lives Cocktail Bar","Basement and Ground Floor","8 Holyrood Street","London","Greater London","SE1 2EL"
"1015","Padella Shoreditch","The Frames Business Centre","1 Phipp Street","London","Greater London","EC2A 4PS"
"1016","Padella Restaurant","6 Southwark Street","","London","Greater London","SE1 1TQ"
"1017","Battersea Place Retirement Village","73 Albert Bridge Road","","London","Greater London","SW11 4DS"
"1018","donnellys restaurant","40 Bermondsey Street","","London","Greater London","SE1 3UD"
"1019","The Orchard Bar & Kitchen","5 Harefield Road","","London","Greater London","SE4 1LW"
"1020","YASHIN SUSHI & BAR","1a","Argyll Road","London","Greater London","W8 7DB"
"1021","YASHIN OCEAN HOUSE","117-119","Old Brompton Road","London","Greater London","SW7 3RN"
"1022","BOULANGERIE JADE","9 Major Draper Street","","Woolwich","Greater London","SE18 6GD"
"1023","Woof Coffee","31 Broad Street","","Teddington","Greater London","TW11 8QZ"
"1024","20 BURGERS","129 Ballards Lane","","London","Greater London","N3 1LJ"
"1025","TOHBANG KOREAN RESTAURANT","164 Clerkenwell Road","","London","Greater London","EC1R 5DU"
"1026","Chilango-Brushfield","32 Brushfield Street","","London","Greater London","E1 6AT"
"1027","Chilango-Leather Lane","12 Leather Lane","","London","Greater London","EC1N 7SS"
"1028","Chilango Islington","27 Upper Street","","London","Greater London","N1 0PN"
"1029","Chilango-Chancery Lane","76 Chancery Lane","","London","Greater London","WC2A 1AA"
"1030","Chilango-Boxpark Croydon","Unit 53-57, Boxpark Croydon","99 George Street","Croydon","Greater London","CR0 1LD"
"1031","Chilango-London Bridge","90 Tooley Street","","London","Greater London","SE1 2TH"
"1032","Oatalaia Event cafe","84 High Road","","London","Greater London","NW10 2PR"
"1033","Mind the brew","244 High Street","","London","Greater London","NW10 4TD"
"1034","Sweet. Mile End","169b","Mile End Road","London","Greater London","E1 4AQ"
"1035","Sweet. Barkingside","128 High Street","Barkingside","Ilford","Greater London","IG6 2DU"
"1036","Sweet. Ilford","84-88","Cranbrook Road","Ilford","Greater London","IG1 4NH"
"1037","Dakshin Indian Cuisine","11 High Street","Downe","Orpington","Greater London","BR6 7US"
"1038","Trullo Restaurant","300-302","St. Pauls Road","London","Greater London","N1 2LH"
"1039","Dirty Bones","14 Denman Street","","London","Greater London","W1D 7HJ"
"1040","Wimbledon Common Golf Club","19 Camp Road","","London","Greater London","SW19 4UW"
"1041","The Exhibit","12 Balham Station Road","","London","Greater London","SW12 9SG"
"1042","Exhibit B","5 Streatham High Road","","London","Greater London","SW16 1EF"
"1043","GoGo Pocha","30 Lower Marsh","","London","Greater London","SE1 7RG"
"1044","The Yorkshire Grey","2 Theobalds Road","","London","Greater London","WC1X 8PN"
"1045","German Doner Kebab (GDK)","50 Broadway","","London","Greater London","E15 1NG"
"1046","German Doner Kebab (GDK)","111 High Street North","","London","Greater London","E6 1HZ"
"1047","Dumpling Shack","16 Horner Square","","London","Greater London","E1 6EW"
"1048","Dumpling Shack","20 Crossharbour Plaza","","London","Greater London","E14 9YF"
"1049","Crudo Cevicheria","35 Riding House Street","","London","Greater London","W1W 7EA"
"1050","MADELEINE'S","1-3","Tranquil Vale","London","Greater London","SE3 0BU"
"1051","BOULANGERIE JADE ","145 Lordship Lane","","London","Greater London","SE22 8HX"
"1052","KOI Ramen Bar","12, Tooting Market 21-23","Tooting High Street","London","Greater London","SW17 0RH"
"1053","KOI Ramen Bar","Unit S28, Pop Brixton","49 Brixton Station Road","London","Greater London","SW9 8PQ"
"1054","KOI Ramen Bar","8 Brixton Station Road","","London","Greater London","SW9 8PD"
"1055","KOI Ramen Bar","19 Sayer Street","","London","Greater London","SE17 1FY"
"1056","The Willoughby Arms","47 Willoughby Road","","Kingston upon Thames","Greater London","KT2 6LN"
"1057","TENDIDO CERO","174 Old Brompton Road","","London","Greater London","SW5 0BA"
"1058","CAMBIO DE TERCIO","163 Old Brompton Road","","London","Greater London","SW5 0LJ"
"1059","Spiceklub Harrow ","60 Peel Road","","Harrow","Greater London","HA3 7QU"
"1060","Wafflemeister","50 Clarence Street","","Kingston upon Thames","Greater London","KT1 1NR"
"1061","Dirty Bones","First Floor Unit 12 and Unit 13","12 Kingly Court","London","Greater London","W1B 5PW"
"1062","The Pizza Room","2a","Grove Road","London","Greater London","E3 5AX"
"1063","SNACK'S BOSS LTD","68-70","Streatham High Road","London","Greater London","SW16 1DA"
"1064","Soft Serve Society","Unit 35, Boxpark Retail Mall 2-10","Bethnal Green Road","London","Greater London","E1 6GY"
"1065","What The Pitta","89-91","Bayham Street","London","Greater London","NW1 0AG"
"1066","Genesis Cinema ","93-95","Mile End Road","London","Greater London","E1 4UJ"
"1067","Everest Spice - Nepalese and Indian Restaurant","7 Cheam Road","","Sutton","Greater London","SM1 1SN"
"1068","Dirty Bones","20 Kensington Church Street","","London","Greater London","W8 4EP"
"1069","BOULANGERIE JADE","48 Vanbrugh Park","","London","Greater London","SE3 7JQ"
"1070","Onion cafe ","1 Sicilian Avenue","","London","Greater London","WC1A 2QH"
"1071","Subway","1 Chestnut Grove","","London","Greater London","SW12 8JA"
"1072","The Portland Arms","152 Portland Road","","London","Greater London","SE25 4PT"
"1073","The Brookmill","The Brookmill","65 Cranbrook Road","London","Greater London","SE8 4EJ"
"1074","The Great Southern","79 Gipsy Hill","","London","Greater London","SE19 1QH"
"1075","The Great Northwood","3 Knights Hill","","London","Greater London","SE27 0HS"
"1076","The Windsor","888 Old Kent Road","","London","Greater London","SE15 1NQ"
"1077","New Ming Restaurant","79 Bellegrove Road","","Welling","Greater London","DA16 3PG"
"1078","Chiringuito","Museum Gardens","Cambridge Heath Road","London","Greater London","E2 9PA"
"1079","The Queens Head","64 Theobalds Road","","London","Greater London","WC1X 8SF"
"1080","The Sporting Page","6 Camera Place","","London","Greater London","SW10 0BH"
"1081","Arthur Hooper's","8 Stoney Street","","London","Greater London","SE1 9AA"
"1082","The Prince of Wales","138 Upper Richmond Road","","London","Greater London","SW15 2SP"
"1083","The Cleveland Arms","28 Chilworth Street","","London","Greater London","W2 6DT"
"1084","The Carpenters Arms","12 Seymour Place","","London","Greater London","W1H 7NE"
"1085","The Loose Box","51 Horseferry Road","","London","Greater London","SW1P 2AA"
"1086","The Perseverance","63 Lambs Conduit Street","","London","Greater London","WC1N 3NB"
"1087","The Market Porter","9 Stoney Street","","London","Greater London","SE1 9AA"
"1088","The Lady Ottoline","11a","Northington Street","London","Greater London","WC1N 2JF"
"1089","Lots Road","114 Lots Road","","London","Greater London","SW10 0RJ"
"1090","cafe ole ","96 Mitcham Road","","London","Greater London","SW17 9NG"
"1091","LAHORE EASTCOTE","105 Field End Road","","Pinner","Greater London","HA5 1QG"
"1092","Barracuda Stanmore limited","9 Buckingham Parade the Broadway","","Stanmore","Greater London","HA7 4EB"
"1093","LOAFING","409 Roman Road","","London","Greater London","E3 5QS"
"1094","Starbucks Hornchurch","142 High Street","","Hornchurch","Greater London","RM12 6QX"
"1095","Starbucks Ilford","88 High Road","","Ilford","Greater London","IG1 1DS"
"1096","ZAXX","161 Francis Road","","London","Greater London","E10 6NT"
"1097","Vale at Streatham ","1a","Lilian Road","London","Greater London","SW16 5HN"
"1098","Lan Kwai Fong","27-28","Chalk Farm Road","London","Greater London","NW1 8AG"
"1099","Sukho fine Thai cuisine","855 Fulham Road","","London","Greater London","SW6 5HJ"
"1100","The Allbright Mayfair","24 Maddox Street","","London","Greater London","W1S 1PP"
"1101","victory services club","63-79","Seymour Street","London","Greater London","W2 2HF"
"1102","Fresco","40 Wallington Square","","Wallington","Greater London","SM6 8RG"
"1103","The Pizza Room","235-237","Lower Road","London","Greater London","SE16 2LW"
"1104","CINTIAS CAFE","Cafe at, Ansell Garden Centre","Holloway Lane","West Drayton","Greater London","UB7 0AE"
"1105","Crust pizza","145 Cranbrook Road","","Ilford","Greater London","IG1 4PU"
"1106","Happy Villa Ltd","432 Finchley Road","","London","Greater London","NW2 2HY"
"1107","THE COLONEL FAWCETT","1 Randolph Street","","London","Greater London","NW1 0SS"
